4digit,cl
1406,0.7037780284881592
1408,0.7314879298210144
1409,0.7155327200889587
1410,0.6997418403625488
1411,0.6841857433319092
1412,0.6726132035255432
1413,0.6612507104873657
1414,0.6536663174629211
1415,0.6468220949172974
1416,0.637956440448761
1417,0.6245988011360168
1418,0.6133010387420654
1419,0.599751353263855
1420,0.5858279466629028
1421,0.5698325634002686
1422,0.5539166927337646
1423,0.5349205732345581
1424,0.5176345109939575
1425,0.4979437589645386
1426,0.47686177492141724
1427,0.4536678194999695
1428,0.43318912386894226
1429,0.4119463562965393
1430,0.38721710443496704
1431,0.3610718846321106
1432,0.3349292278289795
1433,0.31034258008003235
1434,0.2849107086658478
1435,0.2605303227901459
1436,0.23619115352630615
1437,0.21067935228347778
1438,0.18368291854858398
1439,0.15267008543014526
1440,0.12072844058275223
1441,0.09041723608970642
1442,0.06229451671242714
1443,0.03568042814731598
1444,0.013487393036484718
1505,0.6944422125816345
1506,0.7077614665031433
1507,0.7268368601799011
1508,0.7405264377593994
1509,0.7233698964118958
1510,0.7073958516120911
1512,0.6795629858970642
1513,0.6659411787986755
1514,0.6580764651298523
1515,0.6517952680587769
1516,0.6402921676635742
1517,0.6283152103424072
1518,0.6164470314979553
1519,0.6030232310295105
1520,0.5882225036621094
1521,0.5715592503547668
1522,0.5547710061073303
1523,0.5366021990776062
1524,0.5161049365997314
1525,0.4974924921989441
1526,0.4758026599884033
1527,0.45275643467903137
1528,0.4294765293598175
1529,0.407310426235199
1530,0.3846297264099121
1531,0.3594052791595459
1532,0.33136141300201416
1533,0.30313584208488464
1534,0.27807748317718506
1535,0.25378596782684326
1536,0.2296598255634308
1537,0.2023748904466629
1538,0.17437013983726501
1539,0.14389289915561676
1540,0.11152593046426773
1541,0.07923012226819992
1542,0.04892492666840553
1543,0.019195890054106712
1605,0.703991174697876
1606,0.7144873142242432
1607,0.7296959757804871
1608,0.7487576603889465
1609,0.7371680736541748
1610,0.7197707295417786
1611,0.7041647434234619
1612,0.6854429841041565
1613,0.6736322045326233
1614,0.6696308255195618
1615,0.6628694534301758
1616,0.6478826999664307
1617,0.6359558701515198
1618,0.6221653819084167
1619,0.6069114804267883
1620,0.5897437334060669
1621,0.573087215423584
1622,0.5541733503341675
1623,0.535576343536377
1624,0.5148034691810608
1625,0.4937058687210083
1626,0.47313427925109863
1627,0.4501018524169922
1628,0.4243362545967102
1629,0.4015812277793884
1630,0.3794223964214325
1631,0.35453468561172485
1632,0.32678699493408203
1633,0.2974839210510254
1634,0.27089396119117737
1635,0.24570846557617188
1636,0.2217368185520172
1637,0.19505462050437927
1638,0.1682254821062088
1639,0.13783468306064606
1640,0.10581889003515244
1641,0.07556530833244324
1642,0.04146558791399002
1643,0.011336821131408215
1704,0.6891604661941528
1705,0.721104085445404
1706,0.7284396290779114
1707,0.7361977696418762
1708,0.7492777109146118
1709,0.7464033365249634
1710,0.7271298766136169
1711,0.7020362019538879
1712,0.6999502778053284
1713,0.6951082944869995
1715,0.6724441647529602
1716,0.6573229432106018
1717,0.6424657702445984
1718,0.6270630359649658
1719,0.6108503341674805
1720,0.594104528427124
1721,0.5762073397636414
1722,0.5570954084396362
1723,0.5375264286994934
1724,0.5174382328987122
1725,0.49449336528778076
1726,0.47396087646484375
1727,0.451884925365448
1728,0.4260556995868683
1729,0.40147921442985535
1730,0.3791346549987793
1731,0.35535988211631775
1732,0.3287738561630249
1733,0.2999354302883148
1734,0.27118974924087524
1735,0.24462385475635529
1736,0.22077985107898712
1737,0.19575555622577667
1738,0.1683012843132019
1739,0.13929320871829987
1740,0.1091146320104599
1741,0.07608088105916977
1742,0.044044431298971176
1743,0.011029024608433247
1805,0.7498262524604797
1806,0.7543283104896545
1807,0.7562655210494995
1809,0.746099054813385
1810,0.7411026954650879
1811,0.7345830202102661
1812,0.726737380027771
1813,0.7172414660453796
1814,0.7048823237419128
1815,0.6870055794715881
1816,0.6724591255187988
1817,0.6575459837913513
1818,0.6413460373878479
1819,0.6244350671768188
1820,0.6066950559616089
1821,0.5875051021575928
1822,0.5691603422164917
1823,0.547909140586853
1824,0.5285264849662781
1825,0.5053900480270386
1826,0.48335862159729004
1827,0.4621863067150116
1828,0.43722784519195557
1829,0.4108143150806427
1830,0.387285441160202
1831,0.36436355113983154
1832,0.338529109954834
1833,0.309762567281723
1834,0.27984118461608887
1835,0.2514200806617737
1836,0.22586192190647125
1837,0.20053040981292725
1838,0.1743326485157013
1839,0.14569808542728424
1840,0.1138436496257782
1841,0.08148052543401718
1842,0.04938935860991478
1843,0.014157158322632313
1905,0.8176617622375488
1906,0.8192091584205627
1907,0.8161737322807312
1908,0.8104547262191772
1909,0.8031469583511353
1910,0.7943212985992432
1911,0.7842875719070435
1912,0.7727928757667542
1913,0.758560836315155
1914,0.7393605709075928
1915,0.7233487963676453
1916,0.7064595222473145
1917,0.6888136267662048
1918,0.6709023714065552
1919,0.6522237658500671
1920,0.6325216889381409
1921,0.6129405498504639
1922,0.5924574136734009
1923,0.5698605179786682
1924,0.5484482049942017
1925,0.5252620577812195
1926,0.4996112287044525
1927,0.4772138297557831
1928,0.45191633701324463
1929,0.42325925827026367
1930,0.3960523307323456
1931,0.371848464012146
1932,0.34527650475502014
1933,0.31517142057418823
1934,0.2835511565208435
1935,0.25191929936408997
1936,0.2238779067993164
1937,0.19683444499969482
1938,0.1694250851869583
1939,0.14141324162483215
1940,0.10894981026649475
1941,0.07550153881311417
1942,0.0432121641933918
1943,0.007992683909833431
2103,0.7476043105125427
2104,0.7580940127372742
2105,0.7739954590797424
2106,0.7890851497650146
2107,0.8091990351676941
2109,0.8113131523132324
2110,0.7947523593902588
2111,0.7777100801467896
2112,0.7605867385864258
2113,0.7448574900627136
2114,0.7257124185562134
2115,0.7062840461730957
2117,0.6678621768951416
2118,0.6534571051597595
2119,0.6352554559707642
2121,0.5892353057861328
2122,0.5683056116104126
2123,0.5456912517547607
2124,0.5533076524734497
2125,0.48519235849380493
2126,0.45571666955947876
2127,0.464867502450943
2128,0.43574362993240356
2129,0.4013958275318146
2130,0.3278779983520508
2131,0.3304848074913025
2132,0.30198001861572266
2134,0.23099389672279358
2135,0.18645063042640686
2136,0.15412001311779022
2140,0.0021311980672180653
2204,0.762209415435791
2205,0.7716551423072815
2206,0.7840630412101746
2207,0.8057152628898621
2208,0.8348407745361328
2209,0.8314241766929626
2210,0.8163533210754395
2211,0.8002815842628479
2212,0.7837904095649719
2213,0.7691464424133301
2214,0.7515923976898193
2215,0.7320475578308105
2216,0.7110277414321899
2217,0.6971105933189392
2218,0.6831250190734863
2219,0.6668915748596191
2220,0.6509363651275635
2221,0.6340265870094299
2222,0.6147557497024536
2223,0.5936591625213623
2224,0.5747221112251282
2225,0.5533217191696167
2226,0.5304473042488098
2227,0.5096860527992249
2228,0.48608919978141785
2229,0.4609740674495697
2230,0.440106600522995
2231,0.4167481064796448
2232,0.39232105016708374
2233,0.3721621334552765
2234,0.3464352786540985
2235,0.3172750174999237
2236,0.28826063871383667
2237,0.26517707109451294
2238,0.2482312172651291
2239,0.21926367282867432
2240,0.1877504140138626
2241,0.16301923990249634
2242,0.13300254940986633
2243,0.10262542963027954
2244,0.06892275810241699
2245,0.05756205692887306
2246,0.04883500561118126
2247,0.01998126320540905
2256,0.08576670289039612
2257,0.12821640074253082
2258,0.13344991207122803
2265,0.02002037689089775
2266,0.03545856848359108
2267,0.05528237298130989
2268,0.07741723954677582
2269,0.09198726713657379
2270,0.101251520216465
2305,0.7798974514007568
2306,0.7894970178604126
2307,0.8048012256622314
2308,0.8252085447311401
2309,0.8431926965713501
2310,0.8294840455055237
2311,0.8161802291870117
2312,0.8016655445098877
2313,0.7871748805046082
2314,0.7714192867279053
2315,0.7507289052009583
2316,0.7269656658172607
2317,0.7128573656082153
2318,0.6990217566490173
2319,0.6855888962745667
2320,0.6725073456764221
2321,0.6570236682891846
2322,0.6390597224235535
2323,0.6187662482261658
2324,0.5984138250350952
2325,0.5783945918083191
2326,0.5576685070991516
2327,0.5344358086585999
2328,0.5097482800483704
2329,0.4824956953525543
2330,0.45569509267807007
2331,0.43041202425956726
2332,0.404660701751709
2333,0.38143599033355713
2334,0.3563636839389801
2335,0.32784414291381836
2336,0.2969646751880646
2337,0.2652982473373413
2338,0.23418352007865906
2339,0.20351077616214752
2340,0.17407943308353424
2341,0.14753377437591553
2342,0.1195671409368515
2343,0.09594547003507614
2344,0.06625858694314957
2345,0.040295954793691635
2346,0.014258559793233871
2404,0.777546763420105
2405,0.7913426160812378
2406,0.7990553975105286
2407,0.8095108866691589
2408,0.8255742192268372
2409,0.8455004692077637
2410,0.8500183820724487
2411,0.8309746384620667
2412,0.8124485015869141
2413,0.795941174030304
2416,0.7322267293930054
2417,0.7206359505653381
2418,0.7096124291419983
2419,0.6955180764198303
2420,0.6814215779304504
2421,0.6642890572547913
2422,0.6456854939460754
2423,0.6279324293136597
2424,0.6078048348426819
2425,0.5855606198310852
2426,0.5623976588249207
2427,0.5382619500160217
2428,0.5162689685821533
2429,0.4927878677845001
2430,0.46805325150489807
2431,0.4429146349430084
2432,0.41536226868629456
2433,0.3863418996334076
2434,0.3579588532447815
2435,0.3294473886489868
2436,0.30094122886657715
2437,0.2721985876560211
2438,0.24529382586479187
2439,0.2193440943956375
2440,0.19223082065582275
2441,0.16339720785617828
2442,0.13258129358291626
2443,0.1026868000626564
2444,0.0680617168545723
2445,0.036557018756866455
2446,0.001821998506784439
2504,0.7863609194755554
2505,0.7617422938346863
2506,0.8133621215820312
2507,0.8192789554595947
2508,0.8288782835006714
2509,0.842940092086792
2510,0.8607257008552551
2511,0.8433541655540466
2512,0.8256618976593018
2513,0.8090682625770569
2514,0.7815929055213928
2515,0.7487409114837646
2516,0.7401670813560486
2518,0.7164961695671082
2519,0.7020745873451233
2520,0.6842357516288757
2521,0.6672284007072449
2522,0.647904634475708
2523,0.6264818906784058
2524,0.6056662797927856
2525,0.5849183201789856
2526,0.5607357621192932
2527,0.5351409912109375
2528,0.5097565054893494
2529,0.484828919172287
2530,0.4599483907222748
2531,0.4341787099838257
2532,0.40785321593284607
2533,0.3789956867694855
2534,0.34821727871894836
2535,0.31638067960739136
2536,0.2845759987831116
2537,0.2554076015949249
2538,0.22471384704113007
2539,0.19764937460422516
2540,0.16849392652511597
2541,0.1408800184726715
2542,0.10809558629989624
2543,0.08053147047758102
2544,0.044909290969371796
2545,0.014258391223847866
2605,0.8301405310630798
2606,0.8348816633224487
2607,0.8371554613113403
2608,0.8397983908653259
2609,0.8446537852287292
2610,0.8538190722465515
2612,0.8340697884559631
2613,0.7871248126029968
2614,0.7791492342948914
2615,0.7678776383399963
2616,0.7536028027534485
2617,0.738583505153656
2618,0.7215713262557983
2619,0.7041911482810974
2620,0.6859412789344788
2621,0.6650711297988892
2622,0.6450270414352417
2623,0.6235370635986328
2624,0.5998697280883789
2625,0.5767093896865845
2626,0.5536967515945435
2627,0.5292177796363831
2628,0.5029821395874023
2629,0.47446560859680176
2630,0.44748926162719727
2631,0.42225873470306396
2632,0.39657172560691833
2633,0.3695923089981079
2634,0.339738667011261
2635,0.3089619576931
2636,0.2782260775566101
2637,0.2449110746383667
2638,0.2125331312417984
2639,0.18310530483722687
2640,0.15318883955478668
2641,0.12501981854438782
2642,0.09369200468063354
2643,0.06533219665288925
2644,0.03838259354233742
2645,0.002834408078342676
2703,0.8155547380447388
2704,0.8360224366188049
2705,0.8654173016548157
2706,0.8681156635284424
2707,0.8672918081283569
2708,0.8651615381240845
2709,0.8623711466789246
2710,0.8492327928543091
2711,0.8407020568847656
2712,0.8296096324920654
2713,0.8118975758552551
2714,0.7971488237380981
2715,0.7817695736885071
2716,0.7650942802429199
2717,0.7481977939605713
2718,0.7300757169723511
2719,0.7107928991317749
2720,0.6910672187805176
2721,0.6708433032035828
2722,0.6490808129310608
2723,0.6268171668052673
2724,0.604694664478302
2725,0.5803675055503845
2726,0.5550899505615234
2727,0.5317980647087097
2728,0.5075516700744629
2729,0.48073166608810425
2730,0.4520944356918335
2731,0.42415690422058105
2732,0.39723002910614014
2733,0.3720949590206146
2734,0.3450191915035248
2735,0.3157733678817749
2736,0.28537896275520325
2737,0.2538957893848419
2738,0.22034987807273865
2739,0.18885642290115356
2740,0.1560518592596054
2741,0.12806841731071472
2742,0.09497160464525223
2743,0.067552350461483
2744,0.03717272728681564
2745,0.008892795071005821
2806,0.9294396638870239
2807,0.924672544002533
2808,0.9173054695129395
2809,0.9078448414802551
2810,0.8962044715881348
2811,0.8817334175109863
2812,0.8622270822525024
2813,0.8454662561416626
2814,0.8282246589660645
2815,0.8106086850166321
2816,0.7923484444618225
2817,0.7741449475288391
2818,0.7549123167991638
2819,0.7353261709213257
2820,0.7145067453384399
2821,0.6928666830062866
2822,0.6718718409538269
2823,0.6487922668457031
2824,0.6254488229751587
2825,0.6028964519500732
2826,0.5773921012878418
2827,0.5512079000473022
2828,0.5271342396736145
2829,0.5019896626472473
2830,0.47439754009246826
2831,0.44496971368789673
2832,0.4156150221824646
2833,0.38780614733695984
2834,0.3605292737483978
2835,0.33317869901657104
2836,0.30345237255096436
2837,0.27061739563941956
2838,0.23746655881404877
2839,0.20350615680217743
2840,0.1683155745267868
2841,0.13342563807964325
2842,0.10009320825338364
2843,0.06892762333154678
2844,0.03754621371626854
2845,0.008718172088265419
2905,1.04114830493927
2906,1.0363657474517822
2907,1.0259288549423218
2908,1.0117980241775513
2909,0.9944409132003784
2910,0.971513032913208
2911,0.950402557849884
2912,0.9291085004806519
2913,0.9079263210296631
2914,0.8867408633232117
2915,0.8658846020698547
2916,0.8445906043052673
2917,0.8232853412628174
2918,0.8011670708656311
2919,0.7785550355911255
2920,0.7556400895118713
2921,0.7319307923316956
2922,0.7063096761703491
2923,0.6823391318321228
2924,0.6551988124847412
2925,0.6286148428916931
2926,0.6020901203155518
2927,0.5721457600593567
2928,0.5416103601455688
2929,0.5136929154396057
2930,0.48404285311698914
2931,0.45144906640052795
2932,0.4170914888381958
2933,0.38267800211906433
2934,0.3511071801185608
2935,0.3192138671875
2936,0.2876293957233429
2937,0.25291961431503296
2938,0.2169894129037857
2939,0.1788228452205658
2940,0.1397966891527176
2941,0.10159125924110413
2942,0.06429660320281982
2943,0.027687707915902138
3103,0.8428992629051208
3104,0.854091465473175
3105,0.8625801801681519
3106,0.8716974258422852
3107,0.8852261900901794
3108,0.9021585583686829
3109,0.9234457015991211
3110,0.9140443205833435
3111,0.8948139548301697
3112,0.8764356970787048
3113,0.8571091294288635
3114,0.8359604477882385
3115,0.8111491203308105
3116,0.7723172903060913
3117,0.7423598170280457
3118,0.7192397713661194
3119,0.702902615070343
3120,0.6879667639732361
3121,0.6972116827964783
3122,0.6688678860664368
3123,0.6395601034164429
3124,0.5893597602844238
3125,0.5849173069000244
3126,0.5518426895141602
3127,0.5230939984321594
3129,0.4546627700328827
3134,0.2918006479740143
3203,0.8489898443222046
3204,0.8588953018188477
3205,0.8665852546691895
3206,0.8864338994026184
3207,0.9027087688446045
3208,0.9202951192855835
3209,0.9403201937675476
3210,0.9461454749107361
3211,0.9280335307121277
3212,0.9102482199668884
3213,0.8913450837135315
3214,0.8707372546195984
3215,0.8485418558120728
3216,0.8187385201454163
3217,0.7849283218383789
3218,0.7581160664558411
3219,0.7395218014717102
3220,0.7232492566108704
3221,0.7064522504806519
3222,0.6876683235168457
3223,0.6650503873825073
3224,0.642082154750824
3225,0.6191643476486206
3226,0.5947239995002747
3227,0.5690531730651855
3228,0.5460351705551147
3229,0.5255513191223145
3230,0.49812081456184387
3231,0.4708877503871918
3232,0.4405720829963684
3233,0.4073590040206909
3234,0.38661840558052063
3235,0.37644344568252563
3236,0.3533685803413391
3237,0.3304516673088074
3238,0.30049318075180054
3239,0.25685152411460876
3240,0.21102379262447357
3241,0.17555847764015198
3242,0.1859208345413208
3243,0.17853793501853943
3244,0.15433429181575775
3245,0.12335951626300812
3246,0.09447290003299713
3247,0.03870844095945358
3253,0.14178670942783356
3254,0.06543445587158203
3255,0.062181856483221054
3264,0.039412397891283035
3265,0.02416102960705757
3304,0.8714495301246643
3305,0.8793734908103943
3306,0.8852005004882812
3307,0.894158124923706
3308,0.9130678176879883
3309,0.9379100799560547
3310,0.962356448173523
3311,0.9612098336219788
3312,0.9443802833557129
3313,0.9260885715484619
3314,0.9068116545677185
3315,0.8844782114028931
3316,0.8586038947105408
3317,0.8261772990226746
3318,0.7874558568000793
3319,0.7690595984458923
3320,0.7550644874572754
3321,0.7395932078361511
3322,0.7223394513130188
3323,0.7030858993530273
3324,0.681873619556427
3325,0.6581999063491821
3326,0.6322341561317444
3327,0.6060731410980225
3328,0.582551121711731
3329,0.5575273633003235
3330,0.533616840839386
3331,0.5082805752754211
3332,0.47955840826034546
3333,0.44981876015663147
3334,0.41920652985572815
3335,0.3865143060684204
3336,0.35405299067497253
3337,0.3247334361076355
3338,0.29821357131004333
3339,0.2711312472820282
3340,0.24585747718811035
3341,0.21409478783607483
3342,0.1850191056728363
3343,0.1493518352508545
3344,0.11908336728811264
3345,0.07925345003604889
3346,0.04735147953033447
3347,0.0037618393544107676
3403,0.8668320775032043
3404,0.8858417272567749
3405,0.8974515199661255
3406,0.9017008543014526
3407,0.9057402014732361
3408,0.9123021960258484
3409,0.9252766370773315
